"";"SinS2_contig";"SinS2_start";"SinS2_end";"SinS2_strand"
"ASIC020435";"KI916437";"289828";"291802";"1"
"ASIC020437";"KI916437";"291759";"295085";"-1"
"ASIC020438";"KI916437";"295202";"297819";"1"
"ASIC020439";"KI916437";"301600";"302023";"1"
"ASIC020440";"KI916437";"302920";"307738";"1"
"ASIC020441";"KI916437";"308039";"308539";"-1"
"ASIC020442";"KI916437";"309388";"310302";"1"
"ASIC020443";"KI916437";"319730";"320370";"-1"
"ASIC020446";"KI916437";"398127";"374755";"-1"
"ASIC020448";"KI916437";"405030";"405369";"1"
"ASIC020449";"KI916437";"406248";"407036";"1"
"ASIC020450";"KI916437";"410986";"413677";"-1"
"ASIC020451";"AXCK02017963";"29587";"30365";"1"
"ASIC020452";"AXCK02017963";"21955";"18282";"-1"
"ASIC020453";"AXCK02017963";"6747";"11031";"-1"
"ASIC020454";"AXCK02017963";"1788";"3211";"-1"
"ASIC020455";"KI916575";"1789";"3744";"-1"
"ASIC020456";"KI916575";"24103";"24442";"1"
"ASIC020457";"KI916575";"28602";"27790";"-1"
"ASIC020459";"KI916575";"40024";"70071";"1"
"ASIC020461";"KI916575";"76504";"77268";"-1"
"ASIC020462";"KI916575";"79893";"81960";"1"
"ASIC020463";"KI916575";"107996";"109416";"1"
"ASIC020464";"KI916575";"137572";"138817";"-1"
"ASIC020467";"KI916575";"157812";"158382";"-1"
"ASIC020470";"KI916575";"188697";"192437";"-1"
"ASIC020472";"KI916281";"205897";"218229";"1"
"ASIC020473";"KI916281";"223032";"223914";"-1"
"ASIC020474";"KI916281";"238730";"238998";"-1"
"ASIC020475";"KI916281";"255560";"255900";"-1"
"ASIC020476";"KI916281";"259972";"263605";"1"
"ASIC020478";"KI916281";"334393";"335042";"1"
"ASIC020479";"KI916281";"337502";"337831";"1"
"ASIC020482";"KI916281";"354283";"354926";"-1"
"ASIC020483";"KI916281";"363934";"364435";"1"
"ASIC020484";"KI916281";"378217";"378660";"-1"
"ASIC020485";"KI916281";"390426";"390833";"1"
"ASIC020486";"KI916281";"390806";"426815";"1"
"ASIC020487";"KI916281";"438144";"436493";"-1"
"ASIC020488";"KI916281";"442290";"443815";"1"
"ASIC020489";"KI916281";"444122";"444773";"1"
"ASIC020490";"KI916281";"450444";"449290";"-1"
"ASIC020492";"KI916281";"462431";"462806";"1"
"ASIC020493";"KI916281";"467240";"467545";"1"
"ASIC020494";"KI916281";"469413";"482143";"1"
"ASIC020495";"KI916281";"482635";"484481";"1"
"ASIC020496";"KI916281";"486103";"487363";"1"
"ASIC020497";"KI916281";"490677";"490623";"-1"
"ASIC020498";"KI916281";"495078";"495383";"-1"
"ASIC020499";"KI916281";"496163";"499683";"1"
"ASIC020500";"KI916281";"517420";"512420";"-1"
"ASIC020278";"KI916281";"542047";"542758";"-1"
"ASIC020279";"KI916281";"546387";"546686";"1"
"ASIC020280";"KI916281";"552036";"556372";"-1"
"ASIC020281";"KI916281";"569764";"572095";"1"
"ASIC020282";"KI916281";"573895";"577450";"1"
"ASIC020283";"KI916281";"591331";"591671";"-1"
"ASIC020284";"KI916281";"624876";"625877";"-1"
"ASIC020285";"KI916281";"636473";"638454";"-1"
"ASIC020286";"KI916281";"669867";"670636";"-1"
"ASIC020287";"KI916281";"673009";"673628";"-1"
"ASIC020289";"KI916281";"682156";"682863";"-1"
"ASIC020290";"KI916281";"685783";"686760";"-1"
"ASIC020291";"KI916281";"687538";"688156";"-1"
"ASIC020292";"KI916281";"689947";"690540";"1"
"ASIC020293";"KI916281";"690924";"691391";"-1"
"ASIC020294";"KI916281";"694784";"697804";"-1"
"ASIC020295";"KI916281";"699709";"700773";"-1"
"ASIC020296";"KI916281";"724448";"724804";"-1"
"ASIC020297";"KI916578";"4955";"5478";"-1"
"ASIC020298";"KI916578";"10004";"10590";"-1"
"ASIC020300";"KI916578";"12192";"12883";"-1"
"ASIC020301";"KI916281";"757217";"762793";"1"
"ASIC020302";"KI916281";"769479";"772697";"1"
"ASIC020303";"KI916578";"46882";"44427";"-1"
"ASIC020304";"KI916578";"50112";"51519";"1"
"ASIC020305";"KI916578";"51437";"53696";"-1"
"ASIC020306";"KI916578";"54391";"54791";"1"
"ASIC020308";"KI916281";"806921";"799890";"-1"
"ASIC020311";"KI916578";"95661";"96121";"-1"
"ASIC020312";"KI916578";"112731";"113015";"-1"
"ASIC020314";"AXCK02019186";"3002";"4085";"-1"
"ASIC020315";"AXCK02019186";"2573";"2945";"-1"
"ASIC020316";"KI916578";"138216";"138783";"-1"
"ASIC020319";"KI916578";"167608";"169019";"-1"
"ASIC020320";"KI916578";"174363";"178469";"1"
"ASIC020322";"KI916578";"178977";"189672";"-1"
"ASIC020323";"KI916578";"192676";"195926";"-1"
"ASIC020324";"KI916578";"197265";"198524";"-1"
"ASIC020326";"KI916578";"228786";"234438";"1"
"ASIC020328";"KI916285";"47139";"47516";"-1"
"ASIC020329";"KI916285";"49298";"49154";"-1"
"ASIC020330";"AXCK02023216";"191";"645";"-1"
"ASIC020333";"KI916285";"74771";"94979";"1"
"ASIC020334";"KI916285";"101389";"102092";"1"
"ASIC020337";"KI916285";"132423";"132998";"1"
"ASIC020338";"KI916285";"141780";"144098";"1"
"ASIC020341";"KI916285";"223483";"224882";"1"
"ASIC020342";"KI916285";"226165";"228847";"-1"
"ASIC020344";"KI916285";"248414";"248732";"-1"
"ASIC020345";"KI916285";"254860";"255141";"-1"
"ASIC020346";"KI916285";"264292";"262984";"-1"
"ASIC020347";"KI916285";"266728";"268143";"-1"
"ASIC020348";"KI916285";"269206";"275116";"1"
"ASIC020349";"KI916285";"279913";"279912";"-1"
"ASIC020350";"KI916285";"286231";"287467";"-1"
"ASIC020351";"KI916285";"292698";"295728";"1"
"ASIC020355";"KI916285";"325188";"325514";"1"
"ASIC020356";"KI916285";"329085";"327078";"-1"
"ASIC020357";"KI916285";"336930";"338521";"-1"
"ASIC020358";"KI916285";"343364";"344746";"-1"
"ASIC020359";"KI916285";"345648";"346320";"1"
"ASIC020360";"KI916285";"346335";"347245";"1"
"ASIC020361";"KI916285";"353384";"352516";"-1"
"ASIC020362";"KI916285";"359989";"360733";"1"
"ASIC020363";"KI916285";"361591";"366923";"1"
"ASIC020364";"KI916285";"367395";"369103";"1"
"ASIC020366";"KI916285";"371259";"376271";"-1"
"ASIC020367";"KI916285";"379496";"381316";"1"
"ASIC020368";"KI916285";"386577";"388116";"-1"
"ASIC020369";"KI916285";"392627";"393662";"-1"
"ASIC020370";"KI916285";"408326";"408658";"-1"
"ASIC020371";"KI916285";"415368";"415763";"-1"
"ASIC020372";"KI916285";"416130";"417788";"-1"
"ASIC020373";"KI916285";"424066";"424458";"1"
"ASIC020374";"KI916285";"424763";"425215";"-1"
"ASIC020375";"KI916285";"433209";"434882";"-1"
"ASIC020377";"KI916285";"445439";"445860";"-1"
"ASIC020378";"KI916285";"455024";"455628";"-1"
"ASIC020379";"KI916285";"509869";"512428";"-1"
"ASIC020380";"KI916285";"518949";"525469";"1"
"ASIC020381";"KI916285";"529350";"535207";"1"
"ASIC020382";"KI916285";"541902";"542339";"1"
"ASIC020383";"KI916285";"544523";"545031";"-1"
"ASIC020384";"KI916285";"547850";"555362";"1"
"ASIC020386";"KI916285";"566102";"568512";"1"
"ASIC020389";"KI916285";"585721";"586116";"-1"
"ASIC020390";"KI916285";"589604";"589911";"1"
"ASIC020391";"KI916285";"604897";"605492";"1"
"ASIC020392";"KI916285";"608476";"637457";"1"
"ASIC020393";"KI916285";"641205";"641204";"-1"
"ASIC020394";"KI916285";"643497";"643925";"-1"
"ASIC020395";"KI916285";"646144";"646591";"1"
"ASIC020396";"KI916285";"653916";"656030";"1"
"ASIC020397";"KI916285";"657825";"661362";"1"
"ASIC020400";"KI916285";"691047";"691792";"-1"
"ASIC020401";"KI916285";"693638";"692422";"-1"
"ASIC020402";"KI916285";"699907";"700825";"-1"
"ASIC020403";"KI916285";"706536";"706535";"-1"
"ASIC020404";"KI916285";"715776";"716663";"-1"
"ASIC020405";"KI916285";"736480";"737399";"-1"
"ASIC020406";"KI916285";"739430";"740284";"1"
"ASIC020407";"KI916285";"744991";"750601";"1"
"ASIC020409";"KI916285";"764407";"762698";"-1"
"ASIC020411";"AXCK02026334";"920";"1341";"-1"
"ASIC020413";"AXCK02022648";"4756";"5233";"1"
"ASIC020415";"KI916296";"30025";"30538";"-1"
"ASIC020416";"KI916296";"33028";"33344";"-1"
"ASIC020417";"KI916296";"55761";"56402";"-1"
"ASIC006283";"KI916377";"397274";"399986";"-1"
"ASIC006294";"KI916377";"396381";"397280";"1"
"ASIC006305";"KI916377";"395381";"395922";"-1"
"ASIC006316";"KI916377";"392475";"393315";"1"
"ASIC006327";"KI916377";"391859";"392236";"-1"
"ASIC006338";"KI916377";"387490";"390349";"1"
"ASIC006349";"KI916377";"382445";"380638";"-1"
"ASIC006360";"KI916377";"367189";"373269";"1"
"ASIC006191";"KI916377";"363865";"364539";"-1"
"ASIC006202";"KI916377";"353205";"355006";"-1"
"ASIC006224";"KI917011";"55623";"56604";"-1"
"ASIC006246";"KI917011";"51494";"51883";"-1"
"ASIC006257";"KI917011";"50122";"50500";"-1"
"ASIC006268";"KI917011";"48011";"49699";"-1"
"ASIC006279";"KI917011";"46164";"46680";"-1"
"ASIC006282";"KI916377";"322883";"326071";"1"
"ASIC006284";"KI916377";"322359";"322786";"-1"
"ASIC006285";"KI916377";"288243";"289030";"-1"
"ASIC006286";"KI916377";"274165";"274833";"-1"
"ASIC006287";"KI916377";"267950";"272470";"1"
"ASIC006288";"KI916377";"266416";"267184";"1"
"ASIC006289";"KI916377";"244217";"253636";"1"
"ASIC006290";"KI916377";"242123";"242628";"1"
"ASIC006291";"KI916377";"234903";"235536";"1"
"ASIC006292";"KI916377";"233458";"233979";"1"
"ASIC006293";"AXCK02027033";"299";"1130";"1"
"ASIC006295";"KI916377";"199728";"200400";"1"
"ASIC006296";"KI916377";"197752";"198229";"1"
"ASIC006297";"KI916377";"197349";"197628";"1"
"ASIC006298";"KI916377";"186382";"186750";"1"
"ASIC006299";"KI916377";"178274";"178889";"1"
"ASIC006301";"KI916377";"107378";"107734";"1"
"ASIC006302";"KI916377";"106369";"107230";"1"
"ASIC006303";"KI916377";"102433";"105752";"-1"
"ASIC006304";"KI916377";"98285";"101933";"1"
"ASIC006307";"KI916377";"73756";"74946";"-1"
"ASIC006308";"KI916377";"57013";"56960";"-1"
"ASIC006309";"KI916377";"55563";"56338";"-1"
"ASIC006310";"KI916377";"54524";"55149";"1"
"ASIC006311";"KI916377";"52198";"53604";"-1"
"ASIC006312";"KI916377";"48865";"51769";"1"
"ASIC006313";"KI916377";"43343";"43342";"-1"
"ASIC006314";"KI916377";"10558";"11046";"-1"
"ASIC006317";"AXCK02020630";"4487";"3473";"-1"
"ASIC006318";"AXCK02025471";"2076";"2359";"1"
"ASIC006321";"KI916514";"304800";"306129";"-1"
"ASIC006322";"KI916514";"284755";"285232";"-1"
"ASIC006323";"AXCK02024250";"2992";"3291";"-1"
"ASIC006324";"KI916514";"228021";"228877";"1"
"ASIC006325";"KI916514";"226391";"227124";"-1"
"ASIC006326";"KI916514";"220518";"220365";"-1"
"ASIC006329";"AXCK02023273";"1368";"2265";"1"
"ASIC006331";"KI916514";"183240";"183725";"1"
"ASIC006332";"KI916514";"167445";"167923";"1"
"ASIC006333";"KI916514";"164127";"164729";"1"
"ASIC006334";"KI916514";"140557";"140940";"1"
"ASIC006335";"KI916514";"135053";"135755";"1"
"ASIC006336";"KI916514";"128645";"129072";"1"
"ASIC006337";"KI916514";"118014";"118731";"-1"
"ASIC006339";"KI916514";"113059";"113428";"-1"
"ASIC006340";"KI916514";"102696";"102998";"1"
"ASIC006341";"KI916514";"65782";"66380";"1"
"ASIC006342";"KI916514";"62544";"63099";"1"
"ASIC006343";"KI916514";"60697";"61370";"-1"
"ASIC006344";"KI916514";"51904";"59336";"-1"
"ASIC006345";"KI916939";"63569";"64029";"-1"
"ASIC006346";"KI916939";"60044";"62838";"1"
"ASIC006347";"KI916939";"53200";"54612";"1"
"ASIC006348";"KI916939";"51252";"52699";"1"
"ASIC006350";"KI916939";"48940";"50782";"1"
"ASIC006351";"KI916939";"35621";"36915";"1"
"ASIC006352";"KI916514";"18568";"19538";"1"
"ASIC006353";"KI916514";"16036";"11789";"-1"
"ASIC006354";"KI916514";"5914";"8517";"1"
"ASIC006355";"KI916514";"1591";"3383";"-1"
"ASIC006356";"KI916939";"5473";"7453";"-1"
"ASIC006357";"AXCK02021946";"53";"866";"-1"
"ASIC006359";"AXCK02026589";"1069";"1410";"-1"
"ASIC006361";"AXCK02022589";"4970";"5340";"-1"
"ASIC006362";"AXCK02022589";"1161";"4799";"1"
"ASIC006364";"KI916262";"923357";"925466";"1"
"ASIC006365";"KI916262";"920900";"921646";"1"
"ASIC006366";"KI916262";"907302";"905733";"-1"
"ASIC006367";"KI916262";"904122";"904898";"-1"
"ASIC006368";"KI916262";"899543";"900553";"1"
"ASIC006369";"KI916262";"891694";"891693";"-1"
"ASIC006192";"KI916262";"837928";"838388";"-1"
"ASIC006194";"KI916262";"827064";"824792";"-1"
"ASIC006195";"KI916262";"812957";"813331";"-1"
"ASIC006196";"KI916262";"801033";"802518";"-1"
"ASIC006197";"KI916262";"799140";"800721";"1"
"ASIC006198";"KI916262";"789980";"791394";"-1"
"ASIC006199";"KI916262";"769247";"769969";"-1"
"ASIC006200";"KI916262";"768880";"769261";"-1"
"ASIC006201";"KI916262";"747971";"748488";"1"
"ASIC006203";"KI916262";"731765";"732214";"1"
"ASIC006205";"KI916262";"717198";"717629";"-1"
"ASIC006206";"KI916262";"706164";"707543";"-1"
"ASIC006207";"KI916262";"688142";"688536";"1"
"ASIC006209";"KI916262";"590312";"590309";"-1"
"ASIC006210";"KI916262";"585833";"587112";"-1"
"ASIC006211";"KI916262";"583196";"585129";"1"
"ASIC006212";"KI916262";"581586";"582868";"-1"
"ASIC006214";"KI916262";"580456";"580737";"1"
"ASIC006215";"KI916262";"574713";"580572";"1"
"ASIC006216";"KI916262";"536111";"536483";"-1"
"ASIC006217";"KI916262";"531452";"531972";"1"
"ASIC006218";"KI916262";"526960";"526803";"-1"
"ASIC006219";"KI916262";"496133";"499585";"-1"
"ASIC006220";"KI916262";"491051";"495528";"1"
"ASIC006221";"KI916262";"487370";"489290";"1"
"ASIC006223";"KI916262";"481458";"483710";"-1"
"ASIC006225";"KI916262";"480364";"481488";"1"
"ASIC006226";"KI916262";"467548";"476781";"1"
"ASIC006228";"KI916262";"453056";"456506";"1"
"ASIC006229";"KI916262";"445481";"444916";"-1"
"ASIC006230";"KI916262";"440900";"441208";"1"
"ASIC006231";"KI916262";"431455";"438974";"1"
"ASIC006232";"KI916262";"430854";"431545";"1"
"ASIC006233";"KI916262";"425424";"426817";"-1"
"ASIC006234";"KI916262";"421941";"423143";"1"
"ASIC006236";"KI916262";"418959";"421253";"-1"
"ASIC006237";"KI916262";"416560";"417928";"-1"
"ASIC006238";"KI916262";"415383";"416606";"-1"
"ASIC006239";"KI916262";"410071";"409479";"-1"
"ASIC006241";"KI916262";"393012";"393495";"1"
"ASIC006243";"AXCK02018946";"1084";"1369";"-1"
"ASIC006244";"KI916262";"351165";"353426";"1"
"ASIC006245";"KI916262";"347544";"341394";"-1"
"ASIC006247";"AXCK02021481";"845";"4790";"1"
"ASIC006248";"AXCK02019717";"8200";"8199";"-1"
"ASIC006250";"KI916262";"296925";"298699";"1"
"ASIC006251";"KI916262";"293840";"295889";"-1"
"ASIC006252";"KI916262";"290046";"292053";"-1"
"ASIC006253";"KI916262";"284863";"288769";"1"
"ASIC006254";"KI916262";"246208";"279397";"1"
"ASIC006255";"KI916262";"230860";"231643";"1"
"ASIC006256";"KI916262";"229148";"230061";"1"
"ASIC006258";"KI916262";"226393";"227713";"-1"
"ASIC006259";"KI916262";"219920";"220296";"-1"
"ASIC006260";"KI916262";"212111";"212491";"1"
"ASIC006261";"KI916262";"208236";"210977";"1"
"ASIC006263";"KI916262";"198689";"198614";"-1"
"ASIC006264";"KI916262";"188465";"189675";"-1"
"ASIC006265";"KI916262";"187632";"188330";"1"
"ASIC006266";"KI916262";"183347";"184724";"1"
"ASIC006267";"KI916262";"173424";"173889";"1"
"ASIC006269";"KI916262";"164553";"164952";"1"
"ASIC006270";"KI916262";"164163";"164549";"1"
"ASIC006271";"KI916262";"160844";"161295";"1"
"ASIC006272";"KI916262";"154899";"155871";"-1"
"ASIC006273";"KI916262";"147373";"147718";"-1"
"ASIC006274";"KI916262";"145172";"146262";"1"
"ASIC006275";"KI916262";"108758";"140436";"1"
"ASIC006276";"KI916262";"99932";"104724";"1"
"ASIC006277";"KI916262";"56180";"56638";"1"
"ASIC006278";"KI916262";"49634";"50343";"-1"
"ASIC006280";"KI916262";"43424";"44225";"1"
"ASIC006281";"KI916262";"31900";"35653";"-1"
"ASIC016897";"AXCK02026758";"86";"1685";"1"
"ASIC017008";"AXCK02027318";"733";"1052";"1"
"ASIC017094";"AXCK02023217";"4446";"4935";"-1"
"ASIC017105";"KI916386";"302200";"301929";"-1"
"ASIC017116";"KI916386";"287612";"290776";"-1"
"ASIC017127";"KI916386";"284305";"284955";"1"
"ASIC017138";"KI916386";"279214";"283278";"-1"
"ASIC017149";"KI916386";"277250";"278461";"1"
"ASIC017160";"KI916386";"272272";"276630";"-1"
"ASIC016898";"KI916386";"271628";"272309";"1"
"ASIC016909";"KI916386";"270697";"271430";"-1"
"ASIC016920";"KI916386";"264653";"269827";"1"
"ASIC016931";"KI916386";"262557";"263274";"-1"
"ASIC016942";"KI916386";"260869";"262194";"1"
"ASIC016964";"KI916386";"246907";"250746";"1"
"ASIC016975";"KI916386";"231259";"232377";"-1"
"ASIC016986";"KI916386";"230222";"230810";"1"
"ASIC016997";"KI916386";"224845";"229310";"-1"
"ASIC017009";"KI916386";"218030";"221689";"1"
"ASIC017020";"KI916386";"212156";"213279";"-1"
"ASIC017031";"KI916386";"166920";"167591";"-1"
"ASIC017042";"KI916386";"144501";"146752";"1"
"ASIC017053";"KI916386";"115075";"118532";"1"
"ASIC017064";"KI916386";"93797";"95264";"1"
"ASIC017075";"KI916386";"92815";"93138";"1"
"ASIC017086";"KI916386";"90591";"91083";"1"
"ASIC017092";"KI916386";"64525";"69152";"-1"
"ASIC017093";"KI916386";"62509";"63776";"1"
"ASIC017095";"KI916386";"53328";"60564";"1"
"ASIC017096";"KI916386";"48576";"49083";"1"
"ASIC017100";"KI916744";"112972";"114752";"-1"
"ASIC017101";"KI916744";"112586";"113077";"-1"
"ASIC017102";"KI916744";"109750";"111012";"1"
"ASIC017104";"KI916744";"76591";"77033";"1"
"ASIC017106";"KI916744";"73363";"73682";"-1"
"ASIC017107";"KI916744";"70940";"71332";"1"
"ASIC017108";"KI916744";"66504";"67395";"1"
"ASIC017109";"KI916744";"65438";"65800";"-1"
"ASIC017110";"KI916744";"60462";"60812";"-1"
"ASIC017111";"KI916744";"32819";"35020";"1"
"ASIC017112";"KI916744";"12755";"13525";"1"
"ASIC017113";"KI916744";"875";"2736";"-1"
"ASIC017114";"KI916242";"716";"1968";"1"
"ASIC017115";"KI916242";"8919";"9991";"1"
"ASIC017120";"KI916242";"42226";"43117";"1"
"ASIC017121";"KI916242";"44767";"53360";"1"
"ASIC017122";"KI916242";"63200";"63720";"-1"
"ASIC017126";"AXCK02020359";"7471";"7772";"1"
"ASIC017128";"KI916242";"89248";"89637";"1"
"ASIC017129";"KI916242";"99579";"99975";"-1"
"ASIC017130";"KI916242";"108919";"109389";"1"
"ASIC017131";"KI916242";"109974";"111495";"1"
"ASIC017132";"KI916242";"116439";"119741";"1"
"ASIC017133";"KI916242";"134299";"136163";"-1"
"ASIC017134";"KI916242";"139703";"140178";"1"
"ASIC017135";"KI916242";"147648";"147408";"-1"
"ASIC017136";"KI916242";"150912";"159888";"-1"
"ASIC017137";"KI916242";"163251";"164545";"-1"
"ASIC017139";"KI916242";"166549";"167688";"1"
"ASIC017140";"KI916242";"167790";"168681";"-1"
"ASIC017141";"KI916242";"169586";"170449";"1"
"ASIC017142";"KI916242";"170615";"171755";"-1"
"ASIC017143";"KI916242";"176197";"172691";"-1"
"ASIC017144";"KI916242";"176800";"177544";"1"
"ASIC017145";"KI916242";"177498";"179401";"-1"
"ASIC017146";"KI916242";"181224";"182673";"-1"
"ASIC017147";"KI916242";"184588";"185955";"-1"
"ASIC017148";"KI916242";"187177";"190683";"1"
"ASIC017150";"KI916242";"194157";"194653";"1"
"ASIC017151";"KI916242";"208405";"209149";"-1"
"ASIC017152";"KI916242";"218760";"219152";"-1"
"ASIC017153";"AXCK02020963";"1830";"2139";"1"
"ASIC017154";"KI916242";"244704";"245066";"1"
"ASIC017155";"KI916242";"246643";"247414";"1"
"ASIC017156";"KI916242";"249465";"249755";"1"
"ASIC017157";"KI916242";"251891";"252685";"1"
"ASIC017158";"AXCK02019424";"9577";"9932";"-1"
"ASIC017159";"AXCK02019424";"8125";"8476";"-1"
"ASIC017161";"AXCK02019424";"5759";"6226";"1"
"ASIC017162";"AXCK02021271";"184";"653";"1"
"ASIC017164";"KI916242";"316462";"317253";"-1"
"ASIC017165";"KI916242";"325602";"335236";"1"
"ASIC017166";"KI916242";"347491";"347926";"1"
"ASIC017167";"KI916242";"350364";"352123";"1"
"ASIC017168";"KI916242";"353402";"354104";"1"
"ASIC017169";"KI916242";"357791";"359747";"-1"
"ASIC016899";"KI916242";"368661";"369769";"-1"
"ASIC016900";"KI916242";"375961";"376356";"-1"
"ASIC016903";"KI916242";"430460";"430779";"-1"
"ASIC016904";"KI916242";"431200";"431964";"-1"
"ASIC016905";"KI916242";"445558";"446631";"1"
"ASIC016906";"KI916242";"448894";"457275";"1"
"ASIC016907";"KI916242";"457181";"465478";"1"
"ASIC016908";"KI916242";"466515";"467366";"-1"
"ASIC016910";"KI916242";"467271";"468520";"-1"
"ASIC016911";"KI916242";"469385";"470971";"1"
"ASIC016912";"KI916242";"472426";"473634";"1"
"ASIC016913";"KI916242";"474080";"475364";"-1"
"ASIC016914";"KI916242";"479694";"481074";"-1"
"ASIC016915";"KI916242";"484147";"484146";"-1"
"ASIC016916";"KI916242";"497311";"499417";"1"
"ASIC016917";"KI916242";"506560";"509254";"1"
"ASIC016918";"KI916242";"518542";"519245";"1"
"ASIC016919";"KI916242";"524353";"525215";"1"
"ASIC016921";"AXCK02020312";"2923";"5124";"1"
"ASIC016922";"KI916242";"544983";"549110";"1"
"ASIC016923";"KI916242";"552073";"552502";"1"
"ASIC016926";"KI916242";"584127";"584414";"-1"
"ASIC016928";"KI916242";"589142";"590601";"1"
"ASIC016929";"KI916242";"591102";"591693";"-1"
"ASIC016932";"KI916242";"597120";"599708";"-1"
"ASIC016933";"KI916242";"610578";"611917";"-1"
"ASIC016934";"AXCK02021423";"4069";"6304";"1"
"ASIC016935";"KI916242";"633175";"633468";"-1"
"ASIC016936";"KI916242";"635709";"636164";"1"
"ASIC016937";"KI916242";"637323";"638316";"-1"
"ASIC016938";"KI916242";"638932";"640951";"1"
"ASIC016939";"KI916242";"641546";"642978";"-1"
"ASIC016940";"KI916242";"647941";"650182";"-1"
"ASIC016941";"KI916242";"655360";"655779";"-1"
"ASIC016943";"KI916242";"658761";"659088";"-1"
"ASIC016946";"AXCK02022408";"2939";"4320";"-1"
"ASIC016947";"AXCK02021441";"2226";"6494";"-1"
"ASIC016948";"KI916242";"709243";"714639";"-1"
"ASIC016949";"KI916242";"716899";"721452";"1"
"ASIC016950";"KI916242";"733101";"733555";"1"
"ASIC016951";"KI916242";"763623";"763937";"1"
"ASIC016952";"KI916242";"767198";"767569";"-1"
"ASIC016954";"KI916242";"769077";"769536";"1"
"ASIC016955";"KI916242";"782976";"783731";"1"
"ASIC016957";"KI916242";"814366";"814779";"-1"
"ASIC016958";"KI916242";"816145";"816519";"-1"
"ASIC016959";"KI916242";"829527";"829993";"1"
"ASIC016960";"KI916242";"850726";"873361";"1"
"ASIC016961";"KI916242";"880702";"881240";"-1"
"ASIC016962";"KI916242";"897139";"898008";"-1"
"ASIC016963";"KI916242";"904568";"905044";"1"
"ASIC016965";"KI916242";"916855";"917781";"1"
"ASIC016966";"KI916242";"917782";"919424";"-1"
"ASIC016967";"KI916242";"920181";"921775";"1"
"ASIC016968";"KI916242";"923614";"925876";"-1"
"ASIC016969";"KI916242";"926660";"927088";"1"
