"";"AsinS2_geneID";"AsinC2_geneID"
"ASIC0062312";"ASIS020531";"ASIC006231"
"ASIC006232";"ASIS003842";"ASIC006232"
"ASIC006233";"ASIS007838";"ASIC006233"
"ASIC006234";"ASIS006714";"ASIC006234"
"ASIC006236";"ASIS016969";"ASIC006236"
"ASIC006237";"ASIS001454";"ASIC006237"
"ASIC006238";"ASIS001454";"ASIC006238"
"ASIC006244";"ASIS015718";"ASIC006244"
"ASIC006247";"ASIS006877";"ASIC006247"
"ASIC006250";"ASIS008096";"ASIC006250"
"ASIC006251";"ASIS005476";"ASIC006251"
"ASIC0062521";"ASIS004480";"ASIC006252"
"ASIC0062522";"ASIS014309";"ASIC006252"
"ASIC006253";"ASIS014309";"ASIC006253"
"ASIC0062541";"ASIS004760";"ASIC006254"
"ASIC0062542";"ASIS021997";"ASIC006254"
"ASIC006255";"ASIS010858";"ASIC006255"
"ASIC006256";"ASIS018711";"ASIC006256"
"ASIC006258";"ASIS022920";"ASIC006258"
"ASIC006260";"ASIS020956";"ASIC006260"
"ASIC006261";"ASIS001385";"ASIC006261"
"ASIC0062641";"ASIS005157";"ASIC006264"
"ASIC0062642";"ASIS012410";"ASIC006264"
"ASIC006265";"ASIS012410";"ASIC006265"
"ASIC006266";"ASIS013747";"ASIC006266"
"ASIC006267";"ASIS005768";"ASIC006267"
"ASIC006269";"ASIS016097";"ASIC006269"
"ASIC006270";"ASIS016097";"ASIC006270"
"ASIC006271";"ASIS002391";"ASIC006271"
"ASIC006272";"ASIS017839";"ASIC006272"
"ASIC006274";"ASIS001557";"ASIC006274"
"ASIC0062751";"ASIS002172";"ASIC006275"
"ASIC0062752";"ASIS014160";"ASIC006275"
"ASIC0062753";"ASIS016318";"ASIC006275"
"ASIC0062754";"ASIS021576";"ASIC006275"
"ASIC0062761";"ASIS005933";"ASIC006276"
"ASIC0062762";"ASIS009657";"ASIC006276"
"ASIC006277";"ASIS015008";"ASIC006277"
"ASIC0062781";"ASIS010267";"ASIC006278"
"ASIC0062782";"ASIS015008";"ASIC006278"
"ASIC0062801";"ASIS010267";"ASIC006280"
"ASIC0062802";"ASIS020256";"ASIC006280"
"ASIC0062811";"ASIS010341";"ASIC006281"
"ASIC0062812";"ASIS019134";"ASIC006281"
"ASIC016897";"ASIS011661";"ASIC016897"
"ASIC017116";"ASIS020301";"ASIC017116"
"ASIC017127";"ASIS003647";"ASIC017127"
"ASIC017138";"ASIS013565";"ASIC017138"
"ASIC017149";"ASIS006009";"ASIC017149"
"ASIC0171601";"ASIS019926";"ASIC017160"
"ASIC0171602";"ASIS023646";"ASIC017160"
"ASIC016898";"ASIS019926";"ASIC016898"
"ASIC016909";"ASIS019431";"ASIC016909"
"ASIC0169201";"ASIS015997";"ASIC016920"
"ASIC0169202";"ASIS018044";"ASIC016920"
"ASIC016931";"ASIS019095";"ASIC016931"
"ASIC016942";"ASIS023718";"ASIC016942"
"ASIC016964";"ASIS011411";"ASIC016964"
"ASIC0169751";"ASIS006916";"ASIC016975"
"ASIC0169752";"ASIS015351";"ASIC016975"
"ASIC016986";"ASIS006916";"ASIC016986"
"ASIC016997";"ASIS017463";"ASIC016997"
"ASIC017009";"ASIS019781";"ASIC017009"
"ASIC017020";"ASIS021161";"ASIC017020"
"ASIC017042";"ASIS023291";"ASIC017042"
"ASIC017053";"ASIS023291";"ASIC017053"
"ASIC0170921";"ASIS003062";"ASIC017092"
"ASIC0170922";"ASIS020101";"ASIC017092"
"ASIC017093";"ASIS006353";"ASIC017093"
"ASIC017095";"ASIS006642";"ASIC017095"
"ASIC017100";"ASIS016978";"ASIC017100"
"ASIC017101";"ASIS016978";"ASIC017101"
"ASIC017102";"ASIS021257";"ASIC017102"
"ASIC017104";"ASIS018789";"ASIC017104"
"ASIC017106";"ASIS018789";"ASIC017106"
"ASIC017107";"ASIS018789";"ASIC017107"
"ASIC017111";"ASIS013663";"ASIC017111"
"ASIC017113";"ASIS015754";"ASIC017113"
"ASIC017114";"ASIS001502";"ASIC017114"
"ASIC017115";"ASIS021689";"ASIC017115"
"ASIC017120";"ASIS001279";"ASIC017120"
"ASIC017121";"ASIS001279";"ASIC017121"
"ASIC017132";"ASIS023472";"ASIC017132"
"ASIC0171331";"ASIS005979";"ASIC017133"
"ASIC0171332";"ASIS013687";"ASIC017133"
"ASIC0171361";"ASIS007368";"ASIC017136"
"ASIC0171362";"ASIS021038";"ASIC017136"
"ASIC017137";"ASIS004513";"ASIC017137"
"ASIC017139";"ASIS002678";"ASIC017139"
"ASIC017140";"ASIS005172";"ASIC017140"
"ASIC0171411";"ASIS010619";"ASIC017141"
"ASIC0171412";"ASIS017117";"ASIC017141"
"ASIC017142";"ASIS010619";"ASIC017142"
"ASIC0171441";"ASIS005275";"ASIC017144"
"ASIC0171442";"ASIS011481";"ASIC017144"
"ASIC0171451";"ASIS005275";"ASIC017145"
"ASIC0171452";"ASIS011481";"ASIC017145"
"ASIC017146";"ASIS003442";"ASIC017146"
"ASIC017147";"ASIS013371";"ASIC017147"
"ASIC017148";"ASIS014995";"ASIC017148"
"ASIC017150";"ASIS014995";"ASIC017150"
"ASIC017154";"ASIS015678";"ASIC017154"
"ASIC017155";"ASIS015678";"ASIC017155"
"ASIC017156";"ASIS015678";"ASIC017156"
"ASIC017157";"ASIS015678";"ASIC017157"
"ASIC0171641";"ASIS018207";"ASIC017164"
"ASIC0171642";"ASIS022663";"ASIC017164"
"ASIC0171651";"ASIS007590";"ASIC017165"
"ASIC0171652";"ASIS009020";"ASIC017165"
"ASIC0171661";"ASIS019325";"ASIC017166"
"ASIC0171662";"ASIS023304";"ASIC017166"
"ASIC0171671";"ASIS019325";"ASIC017167"
"ASIC0171672";"ASIS023304";"ASIC017167"
"ASIC017168";"ASIS022344";"ASIC017168"
"ASIC017169";"ASIS023060";"ASIC017169"
"ASIC016899";"ASIS007444";"ASIC016899"
"ASIC016903";"ASIS007695";"ASIC016903"
"ASIC016904";"ASIS007695";"ASIC016904"
"ASIC016906";"ASIS000938";"ASIC016906"
"ASIC016907";"ASIS000938";"ASIC016907"
"ASIC016908";"ASIS021999";"ASIC016908"
"ASIC016910";"ASIS021999";"ASIC016910"
"ASIC016911";"ASIS011769";"ASIC016911"
"ASIC016912";"ASIS015690";"ASIC016912"
"ASIC016913";"ASIS019997";"ASIC016913"
"ASIC016914";"ASIS012779";"ASIC016914"
"ASIC016917";"ASIS007371";"ASIC016917"
"ASIC016921";"ASIS002568";"ASIC016921"
"ASIC016922";"ASIS013541";"ASIC016922"
"ASIC016923";"ASIS013541";"ASIC016923"
"ASIC016926";"ASIS022731";"ASIC016926"
"ASIC016928";"ASIS006884";"ASIC016928"
"ASIC016929";"ASIS017512";"ASIC016929"
"ASIC016932";"ASIS022504";"ASIC016932"
"ASIC016933";"ASIS014682";"ASIC016933"
"ASIC016934";"ASIS015367";"ASIC016934"
"ASIC016935";"ASIS002347";"ASIC016935"
"ASIC016937";"ASIS008645";"ASIC016937"
"ASIC016938";"ASIS012988";"ASIC016938"
"ASIC016939";"ASIS011839";"ASIC016939"
"ASIC016940";"ASIS023580";"ASIC016940"
"ASIC016946";"ASIS019672";"ASIC016946"
"ASIC0169471";"ASIS002028";"ASIC016947"
"ASIC0169472";"ASIS015605";"ASIC016947"
"ASIC016948";"ASIS005597";"ASIC016948"
"ASIC0169491";"ASIS007439";"ASIC016949"
"ASIC0169492";"ASIS012457";"ASIC016949"
"ASIC016960";"ASIS013048";"ASIC016960"
"ASIC0169651";"ASIS000904";"ASIC016965"
"ASIC0169652";"ASIS008846";"ASIC016965"
"ASIC016966";"ASIS008846";"ASIC016966"
"ASIC016967";"ASIS005914";"ASIC016967"
"ASIC016968";"ASIS008502";"ASIC016968"
"ASIC0169701";"ASIS000943";"ASIC016970"
"ASIC0169702";"ASIS019081";"ASIC016970"
"ASIC016977";"ASIS017004";"ASIC016977"
"ASIC016978";"ASIS017004";"ASIC016978"
"ASIC016979";"ASIS022292";"ASIC016979"
"ASIC016980";"ASIS022292";"ASIC016980"
"ASIC016981";"ASIS010826";"ASIC016981"
"ASIC016985";"ASIS020993";"ASIC016985"
"ASIC016988";"ASIS010731";"ASIC016988"
"ASIC0169981";"ASIS014406";"ASIC016998"
"ASIC0169982";"ASIS016182";"ASIC016998"
"ASIC016999";"ASIS022233";"ASIC016999"
"ASIC017000";"ASIS002331";"ASIC017000"
"ASIC017001";"ASIS002331";"ASIC017001"
"ASIC017002";"ASIS020106";"ASIC017002"
"ASIC017003";"ASIS020106";"ASIC017003"
"ASIC017004";"ASIS008076";"ASIC017004"
"ASIC017005";"ASIS023710";"ASIC017005"
"ASIC017006";"ASIS003283";"ASIC017006"
"ASIC017007";"ASIS001712";"ASIC017007"
"ASIC017014";"ASIS002423";"ASIC017014"
"ASIC017016";"ASIS020891";"ASIC017016"
"ASIC0170171";"ASIS000430";"ASIC017017"
"ASIC0170172";"ASIS000863";"ASIC017017"
"ASIC017022";"ASIS021974";"ASIC017022"
"ASIC0170231";"ASIS005202";"ASIC017023"
"ASIC0170232";"ASIS021974";"ASIC017023"
"ASIC017036";"ASIS010665";"ASIC017036"
"ASIC017040";"ASIS018117";"ASIC017040"
"ASIC017041";"ASIS006660";"ASIC017041"
"ASIC017043";"ASIS006660";"ASIC017043"
"ASIC025068";"ASIS023950";"ASIC025068"
"ASIC017044";"ASIS023783";"ASIC017044"
"ASIC017046";"ASIS019550";"ASIC017046"
"ASIC017047";"ASIS004177";"ASIC017047"
"ASIC017049";"ASIS009177";"ASIC017049"
"ASIC017050";"ASIS008632";"ASIC017050"
"ASIC017054";"ASIS003087";"ASIC017054"
"ASIC017065";"ASIS009348";"ASIC017065"
"ASIC017067";"ASIS006597";"ASIC017067"
"ASIC017072";"ASIS017164";"ASIC017072"
"ASIC017074";"ASIS003914";"ASIC017074"
"ASIC017076";"ASIS023169";"ASIC017076"
"ASIC017078";"ASIS019760";"ASIC017078"
"ASIC017083";"ASIS021487";"ASIC017083"
"ASIC017084";"ASIS021487";"ASIC017084"
"ASIC017085";"ASIS021487";"ASIC017085"
"ASIC017087";"ASIS004490";"ASIC017087"
"ASIC017090";"ASIS017217";"ASIC017090"
"ASIC007639";"ASIS002104";"ASIC007639"
"ASIC007661";"ASIS023616";"ASIC007661"
"ASIC007672";"ASIS001514";"ASIC007672"
"ASIC007694";"ASIS002301";"ASIC007694"
"ASIC007705";"ASIS016351";"ASIC007705"
"ASIC007546";"ASIS015311";"ASIC007546"
"ASIC007557";"ASIS010783";"ASIC007557"
"ASIC007568";"ASIS020816";"ASIC007568"
"ASIC007579";"ASIS009945";"ASIC007579"
"ASIC007590";"ASIS014786";"ASIC007590"
"ASIC0076121";"ASIS005560";"ASIC007612"
"ASIC0076122";"ASIS006218";"ASIC007612"
"ASIC007638";"ASIS007241";"ASIC007638"
"ASIC007640";"ASIS000604";"ASIC007640"
"ASIC007641";"ASIS014887";"ASIC007641"
"ASIC007642";"ASIS014887";"ASIC007642"
"ASIC007643";"ASIS021001";"ASIC007643"
"ASIC007644";"ASIS011820";"ASIC007644"
"ASIC0076451";"ASIS009489";"ASIC007645"
"ASIC0076452";"ASIS011820";"ASIC007645"
"ASIC007646";"ASIS009977";"ASIC007646"
"ASIC007647";"ASIS004627";"ASIC007647"
"ASIC007648";"ASIS021796";"ASIC007648"
"ASIC007649";"ASIS015050";"ASIC007649"
"ASIC007651";"ASIS012431";"ASIC007651"
"ASIC007653";"ASIS012481";"ASIC007653"
"ASIC007654";"ASIS012481";"ASIC007654"
"ASIC0076551";"ASIS012481";"ASIC007655"
"ASIC0076552";"ASIS014343";"ASIC007655"
"ASIC007656";"ASIS019727";"ASIC007656"
"ASIC007658";"ASIS000999";"ASIC007658"
"ASIC007664";"ASIS015737";"ASIC007664"
"ASIC007665";"ASIS007289";"ASIC007665"
"ASIC007666";"ASIS023325";"ASIC007666"
"ASIC007667";"ASIS006376";"ASIC007667"
"ASIC007668";"ASIS006376";"ASIC007668"
"ASIC007671";"ASIS013605";"ASIC007671"
"ASIC007673";"ASIS003504";"ASIC007673"
"ASIC007674";"ASIS011717";"ASIC007674"
"ASIC007675";"ASIS001628";"ASIC007675"
"ASIC007681";"ASIS017001";"ASIC007681"
"ASIC0076851";"ASIS003120";"ASIC007685"
"ASIC0076852";"ASIS006087";"ASIC007685"
"ASIC007686";"ASIS006087";"ASIC007686"
"ASIC007687";"ASIS006087";"ASIC007687"
"ASIC007690";"ASIS010021";"ASIC007690"
"ASIC007691";"ASIS007659";"ASIC007691"
"ASIC007696";"ASIS008975";"ASIC007696"
"ASIC007698";"ASIS007202";"ASIC007698"
"ASIC0077011";"ASIS016807";"ASIC007701"
"ASIC0077012";"ASIS019166";"ASIC007701"
"ASIC0077021";"ASIS016943";"ASIC007702"
"ASIC0077022";"ASIS017323";"ASIC007702"
"ASIC007704";"ASIS011532";"ASIC007704"
"ASIC007708";"ASIS004138";"ASIC007708"
"ASIC007709";"ASIS001606";"ASIC007709"
"ASIC007710";"ASIS000128";"ASIC007710"
"ASIC007711";"ASIS010757";"ASIC007711"
"ASIC007712";"ASIS008801";"ASIC007712"
"ASIC007714";"ASIS011948";"ASIC007714"
"ASIC007547";"ASIS017857";"ASIC007547"
"ASIC007548";"ASIS000373";"ASIC007548"
"ASIC007549";"ASIS012725";"ASIC007549"
"ASIC0075501";"ASIS002288";"ASIC007550"
"ASIC0075502";"ASIS007095";"ASIC007550"
"ASIC0075511";"ASIS007095";"ASIC007551"
"ASIC0075512";"ASIS016368";"ASIC007551"
"ASIC007552";"ASIS012844";"ASIC007552"
"ASIC007553";"ASIS017528";"ASIC007553"
"ASIC007555";"ASIS005892";"ASIC007555"
"ASIC007556";"ASIS014850";"ASIC007556"
"ASIC007558";"ASIS016089";"ASIC007558"
"ASIC007559";"ASIS010991";"ASIC007559"
"ASIC007560";"ASIS000926";"ASIC007560"
"ASIC0075621";"ASIS000926";"ASIC007562"
"ASIC0075622";"ASIS007006";"ASIC007562"
"ASIC007563";"ASIS015369";"ASIC007563"
"ASIC007567";"ASIS019394";"ASIC007567"
"ASIC007569";"ASIS016046";"ASIC007569"
"ASIC007570";"ASIS016046";"ASIC007570"
"ASIC007571";"ASIS003502";"ASIC007571"
"ASIC007580";"ASIS021261";"ASIC007580"
"ASIC007582";"ASIS003043";"ASIC007582"
"ASIC007587";"ASIS019118";"ASIC007587"
"ASIC007593";"ASIS014352";"ASIC007593"
"ASIC007594";"ASIS023243";"ASIC007594"
"ASIC007603";"ASIS010408";"ASIC007603"
"ASIC007604";"ASIS021311";"ASIC007604"
"ASIC007605";"ASIS021311";"ASIC007605"
"ASIC007607";"ASIS007746";"ASIC007607"
"ASIC007608";"ASIS020895";"ASIC007608"
"ASIC007609";"ASIS000098";"ASIC007609"
"ASIC007610";"ASIS000098";"ASIC007610"
"ASIC007611";"ASIS000098";"ASIC007611"
"ASIC007613";"ASIS015007";"ASIC007613"
"ASIC007614";"ASIS008851";"ASIC007614"
"ASIC007615";"ASIS019395";"ASIC007615"
"ASIC007617";"ASIS006215";"ASIC007617"
"ASIC007618";"ASIS015299";"ASIC007618"
"ASIC007622";"ASIS005261";"ASIC007622"
"ASIC007360";"ASIS014287";"ASIC007360"
"ASIC007407";"ASIS006637";"ASIC007407"
"ASIC007418";"ASIS006637";"ASIC007418"
"ASIC007462";"ASIS021220";"ASIC007462"
"ASIC0071721";"ASIS006417";"ASIC007172"
"ASIC0071722";"ASIS020758";"ASIC007172"
"ASIC007183";"ASIS007106";"ASIC007183"
"ASIC007227";"ASIS008138";"ASIC007227"
"ASIC007238";"ASIS020601";"ASIC007238"
"ASIC007261";"ASIS008091";"ASIC007261"
"ASIC007272";"ASIS008091";"ASIC007272"
"ASIC007283";"ASIS008091";"ASIC007283"
"ASIC007294";"ASIS020032";"ASIC007294"
"ASIC007316";"ASIS020059";"ASIC007316"
"ASIC0073271";"ASIS015520";"ASIC007327"
"ASIC0073272";"ASIS020361";"ASIC007327"
"ASIC007338";"ASIS022092";"ASIC007338"
"ASIC007349";"ASIS012207";"ASIC007349"
"ASIC007416";"ASIS009500";"ASIC007416"
"ASIC007417";"ASIS013353";"ASIC007417"
"ASIC0074191";"ASIS010262";"ASIC007419"
"ASIC0074192";"ASIS013353";"ASIC007419"
"ASIC007423";"ASIS009356";"ASIC007423"
"ASIC007424";"ASIS009356";"ASIC007424"
"ASIC0074251";"ASIS008308";"ASIC007425"
"ASIC0074252";"ASIS009356";"ASIC007425"
"ASIC007426";"ASIS011474";"ASIC007426"
"ASIC007427";"ASIS011474";"ASIC007427"
"ASIC007430";"ASIS011324";"ASIC007430"
"ASIC007433";"ASIS015339";"ASIC007433"
"ASIC007436";"ASIS016003";"ASIC007436"
"ASIC007438";"ASIS021568";"ASIC007438"
"ASIC007439";"ASIS006851";"ASIC007439"
"ASIC007441";"ASIS006851";"ASIC007441"
"ASIC007442";"ASIS014803";"ASIC007442"
"ASIC0074431";"ASIS002040";"ASIC007443"
"ASIC0074432";"ASIS009473";"ASIC007443"
"ASIC007444";"ASIS014689";"ASIC007444"
"ASIC007446";"ASIS011663";"ASIC007446"
"ASIC007447";"ASIS012741";"ASIC007447"
"ASIC007448";"ASIS006522";"ASIC007448"
"ASIC007450";"ASIS021441";"ASIC007450"
"ASIC007457";"ASIS005094";"ASIC007457"
"ASIC007458";"ASIS005094";"ASIC007458"
"ASIC007460";"ASIS017052";"ASIC007460"
"ASIC007461";"ASIS022073";"ASIC007461"
"ASIC007463";"ASIS014281";"ASIC007463"
"ASIC007465";"ASIS016219";"ASIC007465"
"ASIC007466";"ASIS018259";"ASIC007466"
"ASIC0074691";"ASIS004795";"ASIC007469"
"ASIC0074692";"ASIS007013";"ASIC007469"
"ASIC007470";"ASIS006419";"ASIC007470"
"ASIC007141";"ASIS011808";"ASIC007141"
"ASIC007142";"ASIS011808";"ASIC007142"
"ASIC007143";"ASIS011808";"ASIC007143"
"ASIC007148";"ASIS023599";"ASIC007148"
"ASIC007149";"ASIS022747";"ASIC007149"
"ASIC007155";"ASIS013965";"ASIC007155"
"ASIC007156";"ASIS011161";"ASIC007156"
"ASIC0071571";"ASIS014939";"ASIC007157"
"ASIC0071572";"ASIS021553";"ASIC007157"
"ASIC0071581";"ASIS014939";"ASIC007158"
"ASIC0071582";"ASIS021553";"ASIC007158"
"ASIC007159";"ASIS015193";"ASIC007159"
"ASIC007160";"ASIS015193";"ASIC007160"
"ASIC007163";"ASIS007177";"ASIC007163"
"ASIC007170";"ASIS014355";"ASIC007170"
"ASIC0071711";"ASIS005108";"ASIC007171"
"ASIC0071712";"ASIS005946";"ASIC007171"
"ASIC007173";"ASIS010992";"ASIC007173"
"ASIC007178";"ASIS010591";"ASIC007178"
"ASIC007192";"ASIS006190";"ASIC007192"
"ASIC007208";"ASIS011813";"ASIC007208"
"ASIC007210";"ASIS020582";"ASIC007210"
"ASIC007213";"ASIS007166";"ASIC007213"
"ASIC007219";"ASIS007158";"ASIC007219"
"ASIC007220";"ASIS007158";"ASIC007220"
"ASIC0072281";"ASIS002924";"ASIC007228"
"ASIC0072282";"ASIS007460";"ASIC007228"
"ASIC007232";"ASIS006352";"ASIC007232"
"ASIC007233";"ASIS004160";"ASIC007233"
"ASIC007234";"ASIS019401";"ASIC007234"
"ASIC0072351";"ASIS018365";"ASIC007235"
"ASIC0072352";"ASIS019401";"ASIC007235"
"ASIC007237";"ASIS006022";"ASIC007237"
"ASIC007239";"ASIS019915";"ASIC007239"
"ASIC007246";"ASIS008799";"ASIC007246"
"ASIC007248";"ASIS016482";"ASIC007248"
"ASIC007251";"ASIS022168";"ASIC007251"
"ASIC007252";"ASIS005092";"ASIC007252"
"ASIC007253";"ASIS000339";"ASIC007253"
"ASIC007254";"ASIS011183";"ASIC007254"
"ASIC007255";"ASIS018665";"ASIC007255"
"ASIC007256";"ASIS004709";"ASIC007256"
"ASIC007257";"ASIS004709";"ASIC007257"
"ASIC007258";"ASIS010495";"ASIC007258"
"ASIC007259";"ASIS010495";"ASIC007259"
"ASIC007260";"ASIS010495";"ASIC007260"
"ASIC0072621";"ASIS010495";"ASIC007262"
"ASIC0072622";"ASIS011765";"ASIC007262"
"ASIC007263";"ASIS011765";"ASIC007263"
"ASIC007264";"ASIS022576";"ASIC007264"
"ASIC007265";"ASIS003926";"ASIC007265"
"ASIC0072661";"ASIS003926";"ASIC007266"
"ASIC0072662";"ASIS017221";"ASIC007266"
"ASIC007267";"ASIS015239";"ASIC007267"
"ASIC007268";"ASIS019551";"ASIC007268"
"ASIC007269";"ASIS019260";"ASIC007269"
"ASIC0072701";"ASIS003105";"ASIC007270"
"ASIC0072702";"ASIS019260";"ASIC007270"
"ASIC007277";"ASIS018086";"ASIC007277"
"ASIC007278";"ASIS018086";"ASIC007278"
"ASIC007290";"ASIS020522";"ASIC007290"
"ASIC007298";"ASIS004754";"ASIC007298"
"ASIC007315";"ASIS000445";"ASIC007315"
"ASIC007321";"ASIS006184";"ASIC007321"
"ASIC007322";"ASIS009332";"ASIC007322"
"ASIC007323";"ASIS021636";"ASIC007323"
"ASIC007325";"ASIS007433";"ASIC007325"
"ASIC007334";"ASIS016342";"ASIC007334"
"ASIC007336";"ASIS023609";"ASIC007336"
"ASIC007337";"ASIS023609";"ASIC007337"
"ASIC0073391";"ASIS021532";"ASIC007339"
"ASIC0073392";"ASIS023609";"ASIC007339"
"ASIC007340";"ASIS021248";"ASIC007340"
"ASIC025448";"ASIS024291";"ASIC025448"
"ASIC0073471";"ASIS011662";"ASIC007347"
"ASIC0073472";"ASIS019631";"ASIC007347"
"ASIC007348";"ASIS015538";"ASIC007348"
"ASIC007350";"ASIS004148";"ASIC007350"
"ASIC007355";"ASIS013291";"ASIC007355"
"ASIC007356";"ASIS011404";"ASIC007356"
"ASIC007357";"ASIS010735";"ASIC007357"
"ASIC007358";"ASIS022360";"ASIC007358"
"ASIC007362";"ASIS022505";"ASIC007362"
"ASIC007363";"ASIS003148";"ASIC007363"
"ASIC007364";"ASIS004379";"ASIC007364"
"ASIC007365";"ASIS020396";"ASIC007365"
"ASIC025276";"ASIS024068";"ASIC025276"
"ASIC025363";"ASIS023836";"ASIC025363"
"ASIC007397";"ASIS006120";"ASIC007397"
"ASIC006482";"ASIS018632";"ASIC006482"
"ASIC006593";"ASIS020289";"ASIC006593"
"ASIC006699";"ASIS011377";"ASIC006699"
"ASIC006721";"ASIS012846";"ASIC006721"
"ASIC006494";"ASIS023607";"ASIC006494"
"ASIC006505";"ASIS010110";"ASIC006505"
"ASIC006516";"ASIS002883";"ASIC006516"
"ASIC006560";"ASIS009501";"ASIC006560"
"ASIC006571";"ASIS020887";"ASIC006571"
"ASIC006582";"ASIS020887";"ASIC006582"
"ASIC006594";"ASIS020887";"ASIC006594"
"ASIC006605";"ASIS015306";"ASIC006605"
"ASIC006616";"ASIS002772";"ASIC006616"
"ASIC006627";"ASIS008638";"ASIC006627"
"ASIC006649";"ASIS019409";"ASIC006649"
"ASIC006660";"ASIS012769";"ASIC006660"
"ASIC006671";"ASIS012769";"ASIC006671"
"ASIC006705";"ASIS010297";"ASIC006705"
"ASIC006727";"ASIS013821";"ASIC006727"
"ASIC006728";"ASIS018521";"ASIC006728"
"ASIC006729";"ASIS023039";"ASIC006729"
"ASIC006731";"ASIS016416";"ASIC006731"
"ASIC006737";"ASIS017975";"ASIC006737"
"ASIC006738";"ASIS002303";"ASIC006738"
"ASIC006739";"ASIS019305";"ASIC006739"
"ASIC0067401";"ASIS002236";"ASIC006740"
"ASIC0067402";"ASIS020226";"ASIC006740"
"ASIC0067411";"ASIS002236";"ASIC006741"
"ASIC0067412";"ASIS009228";"ASIC006741"
"ASIC006742";"ASIS002236";"ASIC006742"
"ASIC006744";"ASIS003131";"ASIC006744"
"ASIC006745";"ASIS010111";"ASIC006745"
"ASIC006746";"ASIS010111";"ASIC006746"
"ASIC006759";"ASIS001792";"ASIC006759"
"ASIC025097";"ASIS024149";"ASIC025097"
"ASIC006373";"ASIS007941";"ASIC006373"
"ASIC006374";"ASIS002304";"ASIC006374"
"ASIC006375";"ASIS003044";"ASIC006375"
"ASIC006376";"ASIS003044";"ASIC006376"
"ASIC006377";"ASIS013583";"ASIC006377"
"ASIC006378";"ASIS006652";"ASIC006378"
"ASIC0063791";"ASIS010740";"ASIC006379"
"ASIC0063792";"ASIS017736";"ASIC006379"
"ASIC006380";"ASIS021113";"ASIC006380"
"ASIC006384";"ASIS011354";"ASIC006384"
"ASIC006385";"ASIS023611";"ASIC006385"
"ASIC006387";"ASIS010449";"ASIC006387"
"ASIC006389";"ASIS010755";"ASIC006389"
"ASIC006390";"ASIS010755";"ASIC006390"
"ASIC006392";"ASIS014336";"ASIC006392"
"ASIC006393";"ASIS016501";"ASIC006393"
"ASIC006395";"ASIS004970";"ASIC006395"
"ASIC006396";"ASIS004970";"ASIC006396"
"ASIC006398";"ASIS007267";"ASIC006398"
"ASIC006399";"ASIS011045";"ASIC006399"
"ASIC006400";"ASIS004170";"ASIC006400"
"ASIC006407";"ASIS022325";"ASIC006407"
"ASIC006409";"ASIS012863";"ASIC006409"
"ASIC006413";"ASIS013392";"ASIC006413"
"ASIC006414";"ASIS013392";"ASIC006414"
"ASIC006415";"ASIS013392";"ASIC006415"
"ASIC006417";"ASIS002501";"ASIC006417"
"ASIC006418";"ASIS014743";"ASIC006418"
"ASIC006419";"ASIS006514";"ASIC006419"
"ASIC006421";"ASIS010083";"ASIC006421"
"ASIC006422";"ASIS018328";"ASIC006422"
"ASIC006423";"ASIS012489";"ASIC006423"
"ASIC006424";"ASIS000774";"ASIC006424"
"ASIC006425";"ASIS006767";"ASIC006425"
"ASIC006426";"ASIS001788";"ASIC006426"
"ASIC006428";"ASIS001167";"ASIC006428"
"ASIC0251691";"ASIS023895";"ASIC025169"
"ASIC0251692";"ASIS024218";"ASIC025169"
"ASIC0250881";"ASIS023895";"ASIC025088"
"ASIC0250882";"ASIS024218";"ASIC025088"
"ASIC0064301";"ASIS008486";"ASIC006430"
"ASIC0064302";"ASIS009219";"ASIC006430"
"ASIC0064311";"ASIS008486";"ASIC006431"
"ASIC0064312";"ASIS009219";"ASIC006431"
"ASIC006432";"ASIS008486";"ASIC006432"
"ASIC006439";"ASIS022402";"ASIC006439"
"ASIC006441";"ASIS009365";"ASIC006441"
"ASIC006442";"ASIS015301";"ASIC006442"
"ASIC006445";"ASIS007105";"ASIC006445"
"ASIC006447";"ASIS006838";"ASIC006447"
"ASIC006448";"ASIS007488";"ASIC006448"
"ASIC006450";"ASIS017632";"ASIC006450"
"ASIC006462";"ASIS014312";"ASIC006462"
"ASIC006463";"ASIS004175";"ASIC006463"
"ASIC006464";"ASIS004175";"ASIC006464"
"ASIC006465";"ASIS010115";"ASIC006465"
"ASIC006467";"ASIS001200";"ASIC006467"
"ASIC006477";"ASIS007338";"ASIC006477"
"ASIC006485";"ASIS018877";"ASIC006485"
"ASIC006487";"ASIS017750";"ASIC006487"
"ASIC006489";"ASIS017293";"ASIC006489"
"ASIC006499";"ASIS013710";"ASIC006499"
"ASIC006501";"ASIS007028";"ASIC006501"
"ASIC006502";"ASIS015511";"ASIC006502"
"ASIC006503";"ASIS015511";"ASIC006503"
"ASIC006509";"ASIS021312";"ASIC006509"
"ASIC006510";"ASIS008856";"ASIC006510"
"ASIC006512";"ASIS021110";"ASIC006512"
"ASIC006513";"ASIS019124";"ASIC006513"
"ASIC006518";"ASIS015003";"ASIC006518"
"ASIC006519";"ASIS002408";"ASIC006519"
"ASIC006520";"ASIS002720";"ASIC006520"
"ASIC006528";"ASIS012331";"ASIC006528"
"ASIC006529";"ASIS011282";"ASIC006529"
"ASIC006531";"ASIS010192";"ASIC006531"
"ASIC006532";"ASIS018613";"ASIC006532"
